TERM	DOC_FREQUENCY	COLL_FREQUENCY	BYTE_OFFSET_PL
dvorã¡k	19	21	50564
dvorã¡kâs	18	19	50577
dvoåã¡k	20	22	50584
dwarf	18	19	50602
dying	18	20	50609
dynamics	19	21	50627
dysphagia	21	23	50634
e	24	27	50647
each	35	37	50666
eanucc	12	12	50873
earlier	12	12	50880
earliest	17	24	50904
early	22	29	50928
earlyâstage	11	12	51053
earn	11	12	51059
earned	11	12	51078
earning	11	13	51085
earnings	11	14	51092
earns	11	12	51111
earth	11	13	51118
earthquake	12	15	51131
earths	12	14	51138
earthshattering	12	13	51145
earthworks	14	15	51152
easier	13	14	51165
easily	13	14	51172
east	12	13	51215
eastern	10	11	51264
easy	11	12	51289
eaten	14	21	51331
eating	15	22	51337
eave	12	19	51366
ec2	12	14	51385
ece	17	22	51392
echo	17	22	51399
ecological	17	22	51406
ecology	17	22	51413
economic	18	23	51420
economics	15	18	51480
economicsâ	12	14	51505
economist	17	19	51512
economists	12	14	51555
economy	13	16	51562
economyâs	13	15	51586
economyâ 	13	15	51593
ecosystem	13	15	51600
ecotourism	14	16	51607
edenborn	13	15	51618
edge	13	20	51631
edges	12	18	51656
edgewalk	13	20	51663
edging	12	19	51676
edinburgh	12	19	51683
edition	11	17	51696
editorial	12	17	51703
editors	12	17	51710
edt	13	18	51717
educated	13	18	51724
education	12	17	51743
educational	15	17	51773
edward	15	17	51780
efc	14	15	51829
effect	15	16	51836
effective	19	23	51879
effectiveness	22	24	51903
effects	22	24	51910
efficiently	17	17	51953
efforts	18	18	51960
eg	16	16	51991
eggs	15	15	52008
eight	16	16	52015
eircode	17	17	52040
either	17	18	52053
el	18	20	52149
elbow	19	23	52156
elderly	19	23	52163
election	18	22	52176
elections	14	17	52213
electric	13	16	52226
electrical	13	16	52233
electricians	12	15	52246
electromagnetic	14	18	52253
electron	12	15	52272
electronic	13	15	52285
electrons	11	12	52310
electrospray	11	12	52317
elegcw	9	9	52333
elegxo	11	11	52340
element	10	10	52359
elementary	19	28	52378
elements	19	28	52385
elevate	11	13	52457
elevated	11	13	52464
elevation	11	13	52470
eligible	13	16	52483
eliminate	11	13	52514
elitebook	13	15	52521
elliot	16	18	52528
else	13	15	52553
elsewhere	19	36	52566
elseâhelping	19	36	52573
elusive	19	36	52580
email	19	36	52587
emails	11	13	52678
embarrassing	10	11	52691
emerged	10	11	52698
emergence	10	11	52704
emergency	10	10	52711
emissions	10	10	52735
emits	10	10	52742
emitting	10	10	52755
emmywinning	10	10	52762
emotional	10	11	52769
emotions	10	11	52776
emperors	12	13	52789
emperorsâby	10	11	52808
emphasizes	18	21	52815
empire	18	21	52821
empires	12	13	52882
empirical	10	11	52901
employ	10	11	52907
employed	10	11	52914
employee	11	13	52927
employees	10	12	52940
employer	10	10	52947
employing	12	12	52954
employment	12	12	52960
employmentâthat	11	11	52997
empower	11	11	53004
emptied	11	11	53017
emrs	11	11	53024
enabled	11	11	53031
enacted	10	10	53044
encircling	10	10	53051
enclosed	10	10	53058
encloses	14	15	53065
encode	14	15	53071
encoded	14	15	53078
encompass	14	15	53085
encompasses	13	14	53098
encouraged	10	11	53135
end	17	19	53141
ended	10	11	53204
endocrine	10	11	53217
endothermic	10	11	53224
ends	14	15	53231
enemy	14	18	53244
energies	14	16	53251
energy	13	15	53264
energyctober	15	16	53275
energyn	15	16	53282
enews	19	20	53289
engage	19	19	53296
engaged	16	16	53327
engagement	16	16	53340
engender	17	18	53347
engineering	23	27	53354
engineers	17	18	53403
engineersbegan	15	16	53416
england	15	16	53421
englandkelley	20	23	53452
englandâs	22	26	53459
english	25	29	53466
englishspeaking	15	15	53587
enhance	13	14	53612
enhancing	15	16	53625
enjoy	15	16	53632
enjoyment	15	18	53681
enlistment	14	17	53694
enoch	14	17	53701
enochian	19	42	53726
enochianccording	11	12	53781
enochians	11	12	53788
enough	11	12	53795
enraged	12	14	53838
enrollees	14	16	53845
ensemble	14	16	53852
ensure	16	19	53859
ensuring	17	20	53878
enter	17	20	53885
entered	18	25	53922
entering	14	16	53959
enters	14	16	53972
entertainment	11	12	53997
enthusiast	15	16	54016
entire	15	16	54023
entirely	13	14	54048
entitled	13	14	54061
entity	13	14	54067
entries	13	14	54074
entry	13	14	54081
enumerations	13	14	54094
environment	13	14	54101
environmental	14	16	54120
environmentally	13	15	54139
enzyme	13	15	54146
enzymes	10	13	54177
eonproduced	9	12	54190
epa	12	15	54197
epic	12	14	54204
epicwax	12	14	54211
episode	12	14	54218
episodes	13	15	54225
eponymous	15	17	54238
equal	15	17	54245
equally	15	17	54252
equals	16	19	54263
equates	16	18	54276
equation	16	18	54283
equations	16	18	54290
equipment	16	18	54297
equipmentknown	10	11	54352
equivalent	10	11	54359
era	9	10	54382
erected	9	10	54388
ergine	9	10	54395
ernest	9	9	54402
eroded	10	10	54409
erosion	10	10	54415
erowid	10	10	54422
error	9	9	54435
errors	9	9	54442
escape	10	10	54448
esophageal	10	10	54455
esophageal3	10	10	54462
esophagus	10	10	54469
espaã±ol	10	10	54476
especially	10	10	54483
essay	13	14	54536
essential	13	14	54541
establish	13	15	54566
established	15	17	54573
estate	16	18	54598
estimate	14	15	54641
estimated	18	20	54654
estimates	14	16	54691
esv	14	16	54698
et	16	18	54705
etc	16	18	54711
ethernet	12	16	54783
ethnic	12	16	54790
etowah	12	16	54796
euouae	15	23	54803
europe	16	25	54810
european	16	19	54870
europefinland	16	18	54883
europescandinavia	16	18	54890
evangelist	18	20	54897
evans	18	20	54904
evaporation	21	29	54911
eve	25	26	54942
even	27	28	54949
event	12	13	55108
events	14	14	55127
eventually	17	17	55140
ever	20	20	55153
everrett	21	21	55160
every	22	22	55167
everybody	12	12	55294
everyday	12	12	55301
everyone	11	11	55314
everything	11	16	55339
everywhere	17	36	55358
evidence	17	36	55365
evident	9	10	55438
evoke	9	10	55451
evolution	9	10	55458
evolved	11	12	55471
ewe	12	13	55477
ewes	12	13	55484
ex	12	13	55491
exact	11	12	55502
exactly	11	12	55515
exalting	13	13	55540
exam	15	15	55547
examination	16	16	55572
examinations	14	14	55594
examine	14	14	55600
examining	15	15	55607
example	15	15	55614
examples	10	10	55698
exaustive	10	10	55705
exceeds	10	10	55712
excellence	10	10	55719
excellent	10	10	55726
except	9	9	55737
exception	11	11	55749
exceptions	11	11	55762
excerpt	11	11	55775
excess	11	11	55782
excessive	11	11	55789
excessively	12	12	55807
exchange	12	12	55814
exciting	12	12	55821
excluding	14	14	55834
exclusion	12	13	55859
exclusions	11	12	55870
exclusive	11	12	55877
exclusively	11	12	55902
excreta	12	13	55920
executive	11	12	55931
exercise	11	12	55938
exercising	11	12	55945
exerting	11	12	55952
exhibits	12	16	55959
exist	11	11	55972
existed	11	11	55979
existence	11	11	55992
existing	13	13	56016
exists	11	11	56047
exit	11	11	56060
exodus	11	11	56067
exotic	10	10	56078
expand	10	10	56085
expands	12	13	56098
expansion	12	13	56105
expect	13	14	56112
expectancy	13	15	56131
expected	16	19	56137
expenditures	15	17	56156
expenses	17	19	56163
experience	17	19	56176
experienced	11	11	56263
experiences	11	11	56288
experiencing	10	10	56313
experiment	9	9	56326
experimental	9	9	56333
experimentation	10	10	56340
expert	9	9	56353
expertise	9	9	56366
explain	10	12	56384
explains	10	13	56397
exploded	10	13	56404
explore	10	13	56411
explorer	10	13	56418
explorers	10	12	56431
explores	10	11	56438
explosion	10	11	56445
explosive	9	10	56458
exponents	9	10	56465
exported	9	10	56472
exports	9	10	56479
expose	9	12	56486
exposed	9	12	56493
exposure	9	12	56500
express	10	13	56525
extend	10	12	56538
extended	10	12	56545
extensive	10	12	56551
extent	10	12	56563
exterior	10	12	56575
extra	9	11	56588
extraordinarily	12	15	56613
extraordinary	12	15	56618
extremely	10	12	56637
extremes	11	11	56650
eye	11	11	56657
eyeballs	12	14	56682
eyes	12	14	56689
f	11	13	56720
fabled	13	14	56738
fabric	13	14	56745
fabrication	13	14	56752
fabulous	14	14	56759
face	16	16	56766
facebook	15	15	56791
facets	14	14	56816
facilitate	11	11	56852
facilitator	11	11	56858
facilities	11	11	56864
facility	11	11	56871
facing	11	11	56878
fact	12	12	56891
factor	13	14	56956
factoring	14	15	56974
factors	14	15	56981
factory	15	16	57040
facts	15	16	57046
faculty	9	9	57125
fade	9	9	57132
fafsa	10	11	57139
fahrenheit	10	11	57146
fail	9	9	57159
failed	10	10	57166
failure	11	11	57173
fainting	11	11	57180
fairly	10	10	57193
fairness	10	10	57211
fairytale	10	10	57218
fakery	11	11	57225
fall	11	11	57232
fallen	12	13	57286
falling	12	13	57293
falls	13	14	57300
false	14	17	57319
familiar	12	13	57338
families	13	14	57357
family	19	24	57398
familyowned	19	27	57506
familys	17	25	57525
famous	17	25	57532
fan	12	14	57599
faqs	12	14	57606
far	13	16	57613
fargo	12	13	57668
farm	12	12	57675
farmers	12	12	57682
farming	18	20	57695
farms	17	19	57720
farris	15	18	57739
farthest	16	19	57746
fast	16	19	57753
faster	16	18	57766
fastestgrowing	16	18	57802
fastfastslowfast	14	18	57833
fastslowfastfast	14	18	57840
fat	16	22	57847
father	15	22	57872
fathers	13	19	57920
fatigue	14	21	57945
fats	12	20	57964
fatty	12	20	57975
faucial	11	18	57986
favorite	11	17	57993
fax	13	19	58000
faéª	11	13	58025
fba	12	18	58032
fblock	12	18	58039
fdrâs	11	17	58058
fear	11	18	58065
feast	13	21	58072
feasts	13	21	58078
feature	15	23	58084
features	16	24	58091
featuring	13	20	58148
feb	13	20	58155
february	14	17	58174
federal	14	18	58181
federation	19	47	58236
fee	19	47	58242
feel	14	37	58303
feeling	20	43	58339
feelings	21	44	58351
feels	19	44	58382
fees	19	44	58389
feet	16	47	58444
fellow	14	20	58517
fellowship	14	20	58524
fellowships	16	23	58531
felonies	17	24	58544
female	18	25	58551
females	16	20	58599
fence	25	32	58612
fenway	31	44	58619
ferdinand	31	44	58626
ferdinandusse	25	35	58669
fermentable	25	35	58675
ferry	25	35	58681
fertilizer	26	35	58688
festival	30	38	58701
festivals	30	38	58707
feta	30	38	58713
fetch	24	26	58756
fetta	24	27	58769
fever	24	26	58776
few	25	27	58801
fewest	10	10	58945
fg	9	9	58958
fi	13	16	58965
fibers	14	17	58972
fiction	14	17	58979
fictional	14	17	58986
field	13	16	58999
fields	15	19	59024
fifth	16	19	59037
fiftyseven	14	17	59062
fighter	14	17	59069
fights	14	17	59076
figure	16	20	59083
figured	15	18	59137
figures	15	18	59144
file	15	18	59151
files	17	21	59164
filled	14	16	59225
film	14	16	59232
films	10	10	59281
filter	10	10	59288
final	9	9	59306
finale	12	14	59331
finally	13	15	59344
finance	23	27	59374
finances	26	32	59380
financial	28	34	59387
financing	34	47	59462
financingso	33	45	59475
find	37	54	59482
finder	16	24	59651
finding	16	25	59664
findings	22	33	59677
fine	22	33	59684
finest	15	18	59745
finish	15	18	59752
finished	15	18	59759
finishing	16	22	59772
finland	17	23	59779
finnish	17	23	59786
fips	16	21	59805
fire	18	23	59812
fired	27	35	59819
firefox	33	41	59826
fireplaces	38	47	59839
firesafe	44	53	59846
firing	48	57	59853
firm	52	61	59872
firmware	61	70	59878
first	71	82	59885
firstfruits	14	14	60299
firsts	15	15	60305
firstyear	14	14	60318
fiscal	14	14	60325
fishing	12	12	60344
fist	12	12	60351
fit	12	12	60358
fitness	13	13	60383
five	13	13	60390
fiveyear	10	10	60433
fix	12	12	60452
fixing	12	12	60471
fl	13	13	60478
flames	12	12	60491
flashbacks	12	12	60498
flashlight	13	13	60505
flat	13	13	60512
flats	12	14	60531
flavor	12	12	60544
flavors	11	11	60563
flew	11	11	60570
flexible	11	13	60577
flies	11	13	60584
flight	11	13	60597
floating	12	15	60604
flooding	12	15	60611
floodplain	12	15	60618
floor	12	15	60625
floral	12	15	60638
florence	16	22	60645
florida	16	22	60652
floridas	11	12	60707
floridaâs	11	12	60714
flothru	11	13	60727
flow	11	13	60734
flowering	10	12	60751
flowers	9	10	60764
flowing	9	10	60771
flows	9	10	60776
flu	9	10	60782
fluctuate	10	10	60789
fluently	10	10	60796
fluffy	10	10	60803
fluid	11	12	60810
fluids	11	12	60816
fluvanna	12	13	60828
fly	13	14	60835
flying	14	15	60848
fn	14	15	60855
focus	13	14	60866
focusing	13	14	60890
fodder	15	16	60897
foibles	16	17	60903
folk	19	20	60910
folks	19	20	60923
follicles	19	21	60930
follow	20	21	60937
followed	18	19	60998
following	20	21	61035
food	22	29	61148
foods	12	14	61254
fooled	10	12	61276
foot	10	12	61283
football	14	20	61308
foothills	14	18	61315
force	15	20	61322
forces	11	11	61371
foreign	14	15	61384
foreigners	15	16	61403
forensics	15	17	61409
foreseeable	15	17	61416
forests	15	17	61423
forever	16	18	61430
forfar	22	26	61441
forget	22	26	61448
fork	24	29	61455
form	24	29	61462
formal	10	10	61597
format	10	10	61604
formation	15	15	61617
formats	16	16	61635
formatshe	15	15	61648
formatsou	15	15	61655
formed	15	15	61662
former	13	18	61727
forming	14	19	61734
forms	12	20	61759
formula	10	20	61801
formulas	10	17	61814
forsalebyowner	10	17	61821
forsythia	11	18	61828
fort	10	13	61841
forth	10	12	61854
forum	10	12	61873
forward	17	21	61886
fosters	22	28	61893
found	24	31	61899
foundation	11	13	62035
foundational	13	15	62047
foundations	13	15	62054
founded	13	15	62065
founder	13	15	62072
fountainbridge	17	20	62085
four	20	22	62092
fourmovement	12	14	62177
fourth	12	14	62184
fox	12	14	62191
fractions	12	14	62198
fragile	12	14	62205
fragments	11	12	62218
fragrance	11	12	62225
frame	11	12	62232
framework	12	13	62239
france	12	13	62252
franchise	12	14	62259
franchises	11	13	62272
franciscan	12	14	62279
francisco	12	15	62286
frantisek	23	33	62305
franz	24	34	62312
franãais	18	25	62355
frauds	18	25	62362
frederick	19	26	62369
free	19	25	62376
freedom	13	15	62461
freedomfighter	12	14	62474
freely	22	29	62481
freezes	22	33	62500
freezing	22	33	62507
freight	24	37	62520
french	23	36	62533
frenemy	22	30	62582
frequencies	22	30	62589
frequency	22	29	62596
frequent	22	31	62603
frequently	22	28	62616
fresh	43	64	62657
friars	60	88	62670
friday	64	99	62677
fridge	78	119	62714
friend	74	108	62745
friendly	104	142	62764
friends	130	173	62771
friendships	129	172	62783
friesland	148	197	62790
frog	179	232	62797
from	204	260	62803
fromâ	13	13	64003
front	13	13	64010
frost	10	12	64065
frozen	10	12	64072
fruits	15	17	64091
frustrated	15	17	64098
frying	15	17	64111
ft	17	20	64118
full	18	19	64167
fully	9	9	64264
fun	9	9	64277
function	9	9	64290
functions	10	10	64315
functiont	10	10	64322
fund	10	10	64328
fundamentally	9	9	64341
funding	9	9	64348
funds	9	9	64354
fungal	10	10	64361
furniture	10	10	64368
furry	11	11	64375
further	11	12	64382
future	10	11	64401
fxxexâ4x2âx	9	10	64425
fyi	9	10	64432
g	9	10	64439
gadget	9	10	64446
gag	9	10	64451
gaimard	9	10	64458
gain	9	10	64465
gained	14	15	64484
gains	14	15	64491
gales	15	16	64498
gallbladder	15	16	64505
galleries	15	16	64511
galley	15	16	64518
gallon	22	32	64525
gallons	22	32	64532
gamble	22	32	64539
gambling	22	32	64546
game	22	32	64553
games	26	42	64566
gamey	21	32	64627
gaming	21	32	64646
gamma	23	34	64677
gamy	19	28	64720
garages	19	28	64727
garcia	20	29	64734
garment	19	28	64747
garza	20	31	64753
gas	20	31	64760
gases	12	12	64831
gastineau	12	12	64838
gate	15	16	64845
gather	15	16	64852
gathered	17	20	64859
gathering	17	20	64866
gave	15	16	64891
gavrilo	24	28	64909
ge	19	20	64952
gen	23	24	64959
gender	24	25	64966
genealogical	19	20	65021
genealogy	20	22	65028
general	19	20	65047
generally	12	16	65150
generation	21	39	65180
genetic	21	39	65192
genital	21	39	65198
genitals	14	20	65259
genitive	12	16	65278
genius	12	17	65285
geoffrey	18	24	65292
geographic	21	27	65299
geographically	22	28	65311
geography	22	28	65318
geometric	23	30	65325
geometry	23	31	65332
george	26	35	65339
georgia	26	34	65352
georgias	27	35	65369
german	28	36	65376
germany	27	31	65413
germinate	29	37	65426
germinated	26	30	65451
germinating	26	31	65458
gesture	32	37	65465
gestures	32	37	65472
get	39	49	65479
gets	18	30	65711
getting	19	30	65742
gettysburg	19	31	65785
gezer	19	31	65792
ghz	19	31	65798
gift	19	31	65805
gigahertz	19	30	65830
gilded	20	30	65837
ginny	20	30	65843
giovannitti	21	32	65850
girl	21	32	65856
give	13	14	65911
given	10	10	65971
gives	13	15	66007
giving	13	17	66020
glacier	13	17	66038
glance	13	15	66045
gland	13	15	66052
glands	13	15	66058
glandular	13	14	66065
glass	13	14	66072
glen	10	11	66115
glide	10	11	66128
global	10	11	66135
globalrph	10	11	66160
globe	10	13	66167
glory	10	12	66174
glossary	9	11	66187
glowing	11	13	66199
glucose	11	14	66206
glyphs	9	12	66222
gmail	10	13	66229
gmt	12	13	66236
go	14	15	66243
goal	10	10	66327
goals	10	10	66345
goat	12	13	66358
goats	14	15	66365
goatâs	12	13	66384
god	12	13	66391
gods	12	13	66397
goes	12	13	66403
going	11	12	66422
gold	17	20	66476
golden	18	21	66488
golf	20	23	66495
golfer	20	23	66526
gone	20	23	66533
gonsky	23	26	66540
good	26	29	66565
goodbye	13	16	66721
goods	13	13	66728
google	12	12	66741
gore	12	14	66748
gorge	12	14	66755
got	12	14	66762
govern	18	22	66804
governed	18	23	66811
government	19	24	66818
governmental	13	15	66891
governments	13	15	66898
governmentthe	11	13	66934
governors	11	13	66941
gpa	11	13	66948
grabez	11	13	66955
grade	11	13	66962
graded	11	13	66974
gradeelevated	11	13	66981
grades	11	13	66987
gradient	12	16	66994
gradual	13	16	67012
graduate	16	18	67018
graduated	16	16	67043
graduatelevel	12	15	67096
grain	12	15	67103
grains	13	13	67125
grainy	13	14	67131
grams	13	15	67138
grand	13	15	67145
grandes	14	16	67152
grandparents	13	16	67165
grandson	13	16	67172
granite	13	16	67179
grant	13	16	67186
granted	14	17	67193
grape	13	16	67206
graphic	13	15	67212
grass	14	17	67219
grasses	11	13	67261
gravois	11	12	67268
graze	12	13	67275
gre	15	16	67282
great	15	15	67289
greater	13	13	67367
greatest	11	11	67404
greek	12	12	67416
green	15	15	67429
greenishbrown	14	14	67448
greenland	14	14	67454
greenlandrctic	13	13	67467
greenwich	13	14	67474
grenade	13	14	67481
grew	13	14	67488
grief	13	14	67495
grievances	13	14	67502
griffin	13	15	67509
griffintown	13	14	67516
grinding	14	15	67523
grip	14	15	67530
gritty	14	15	67537
grob	23	36	67544
groningen	20	33	67569
gross	20	33	67576
grottoes	22	35	67583
ground	22	34	67590
group	20	33	67633
grouped	10	11	67741
groupheyve	18	25	67754
groups	18	26	67761
grout	13	16	67833
groves	14	16	67840
grow	14	16	67849
growing	13	14	67880
grown	12	13	67927
growning	12	13	67939
grows	13	14	67946
growth	13	14	67953
gs1	12	13	68007
gtin	12	15	68014
guadalcanal	12	13	68021
guadeloupe	12	13	68028
guam	12	13	68035
guaranteed	12	13	68042
guaranteeing	12	13	68049
guards	12	13	68056
gubernatorial	13	16	68063
guerracavazos	12	14	68076
guessed	11	13	68089
guidance	13	16	68096
guide	14	17	68103
guideline	14	16	68146
guidelines	17	19	68153
guiltiness	16	17	68166
guinness	16	17	68173
guitar	17	17	68186
gulf	14	14	68211
gun	12	12	68242
gunfire	17	17	68249
gurgling	17	18	68256
h	17	18	68263
haaglund	19	19	68276
habitat	22	23	68282
habits	24	25	68289
hackers	24	26	68296
had	26	29	68303
hadnât	11	21	68449
hagerstown	11	21	68456
hagerstownthis	11	13	68463
hai	11	13	68470
haightstack	11	13	68477
hair	11	13	68484
half	13	17	68491
halfway	12	16	68522
hall	12	16	68529
hallucinations	12	16	68536
hallucinogenic	13	17	68543
halo	12	16	68556
halogens	13	16	68563
halts	16	21	68570
hand	14	16	68589
handful	11	11	68632
handheld	11	11	68639
handle	11	11	68652
handled	11	11	68665
handler	11	11	68671
handling	11	11	68678
hands	11	11	68685
handsfree	12	13	68710
handsome	12	13	68717
hanford	13	14	68730
hanging	13	14	68735
hangs	13	14	68740
happen	12	13	68753
happened	12	13	68760
happening	12	13	68766
happens	12	13	68773
happiness	12	12	68804
happy	15	17	68817
harbor	13	13	68848
hard	12	12	68867
hardened	20	21	68928
harder	32	38	68935
hardly	31	37	68954
hardscaping	43	51	68973
hardscapingstaircases	43	51	68979
hardware	45	54	68985
harm	45	54	68992
harmony	42	49	69020
harms	42	50	69027
harpercollins	51	59	69034
harpers	58	65	69041
harrington	58	64	69048
harrison	72	83	69055
harvest	86	107	69067
harvested	81	94	69103
harvestâ	80	93	69114
has	94	108	69120
hash	74	88	69670
hasnt	71	84	69701
hate	71	84	69708
hauled	82	98	69715
haunted	82	98	69722
haunting	93	113	69729
have	110	136	69736
havenât	12	14	70392
having	12	14	70399
hawaii	12	13	70441
hawaiian	19	24	70448
hawaiiâs	12	13	70497
hay	13	14	70504
haydn	11	12	70523
haye	19	30	70530
hayes	22	37	70537
haywood	21	35	70550
hbp	24	41	70556
hbwoodrose	26	44	70563
hcbiochem	27	45	70570
he	29	47	70577
head	16	21	70750
heading	24	29	70774
headline	23	28	70793
headlines	24	29	70800
headquartered	23	28	70813
headset	29	34	70820
health	30	36	70827
healthcare	12	15	70972
healthdisease	15	19	70990
healthgrades	16	21	70997
healthhank	15	20	71010
healthinsurance	15	20	71017
healthops	18	23	71024
healthy	20	25	71031
heard	17	21	71074
hearing	21	33	71099
hearsay	21	33	71112
hearseesmell	24	37	71119
heart	24	37	71126
heartbeat	14	14	71261
hearts	12	12	71280
heartshaped	14	19	71287
heat	14	19	71294
heating	13	13	71337
heaven	18	19	71344
heavenhe	18	19	71363
heavily	18	19	71370
heavy	18	19	71377
heavyduty	19	21	71400
heck	19	21	71407
hedge	20	23	71414
hedy	20	23	71421
height	20	22	71428
heights	21	23	71453
heir	21	23	71460
held	18	20	71485
helicase	19	22	71510
helicopter	20	23	71517
helicopters	20	23	71524
hella	20	23	71531
hello	23	26	71538
help	27	32	71557
helped	13	14	71690
helping	14	16	71711
helpowever	14	16	71718
helps	14	16	71725
hemisphere	11	14	71777
hemochromatosis	15	17	71790
hemorrhage	15	17	71796
hence	18	23	71802
henry	18	23	71809
hepatitis	22	28	71822
hepatocellular	19	22	71843
hepatocytes	19	22	71849
her	22	25	71855
herbicide	22	28	71940
herbicides	21	22	71959
herbs	20	21	71972
here	20	21	71979
hereditary	20	48	72090
hereâs	20	49	72096
heritage	20	49	72103
hero	20	48	72114
heroes	19	47	72133
heroic	20	48	72140
herpes	19	47	72153
herpesonce	11	11	72209
hes	11	11	72216
hey	10	10	72235
heyman	10	10	72242
heâs	10	10	72249
hi	10	10	72256
hiccups	14	16	72269
hidden	17	23	72276
high	19	26	72283
higher	20	27	72392
highest	15	17	72464
highlight	16	17	72511
highlights	16	17	72518
highly	16	17	72531
highs	16	17	72538
highway	16	17	72545
highways	16	16	72558
hikes	17	17	72565
hill	19	21	72578
hills	18	20	72589
hillside	20	22	72602
him	20	23	72609
himalayas	33	44	72664
hindus	33	43	72671
hinge	35	46	72678
hinsdale	35	46	72684
hint	33	38	72703
hippie	40	50	72709
hire	45	56	72716
hired	45	56	72723
hiring	45	58	72742
his	50	65	72749
hispanic	17	19	73047
hispanics	18	20	73072
historic	17	20	73085
historical	17	20	73098
historically	18	20	73111
history	23	27	73118
historys	16	17	73216
historyâis	15	16	73229
hit	15	16	73234
hitch	14	15	73247
hitler	14	15	73254
hitless	14	15	73261
hiv	14	15	73268
hivepeat	13	13	73281
hlashe	13	13	73288
hochelaguamaisonneuve	13	13	73294
hod	13	13	73301
hodges	13	13	73308
hohenberg	13	13	73315
hold	14	15	73322
holding	14	15	73335
holds	14	18	73342
holiness	18	24	73360
hollywood	18	21	73367
hollywoods	17	20	73380
holster	18	21	73387
holy	23	29	73394
holyrood	24	31	73412
homa	25	32	73419
home	29	36	73426
homeowners	10	16	73600
homes	10	16	73607
hometown	11	13	73644
honda	13	15	73651
honey	12	13	73664
honeymoon	12	13	73670
hong	12	13	73683
hope	12	13	73690
hoped	12	13	73697
hordeum	12	13	73704
horizon	12	13	73710
horizontal	13	14	73717
hormones	16	17	73729
horse	16	17	73736
hospital	17	24	73743
hospitality	16	16	73789
hospitals	16	16	73796
hospitalâs	16	18	73814
hosting	16	18	73820
hosts	15	17	73833
hot	15	17	73840
hotel	13	16	73871
hotels	13	15	73902
hottest	14	15	73909
hour	15	16	73922
hours	19	24	73947
house	21	26	74055
householder	32	42	74104
households	35	47	74111
housing	41	56	74130
hovhanesss	46	61	74161
how	49	64	74168
however	19	22	74462
hp	10	14	74566
hpv	10	14	74573
hpvsome	10	11	74580
hsv	14	19	74587
hsv1	13	14	74618
hsv2	12	17	74643
hsv2enital	10	11	74662
httpd1ffafozi03i4lcloudfrontnetimgsilhouettessilhouettemalew120h160v1jpg	10	11	74669
httphowtechtv	9	10	74682
httpsframesetnextecollegecomnext187cf8279emainallmodeframesethybridgeneralframesetviewed	16	22	74689
httpstrimgetfreeinsurancequ	16	22	74696
httpswwwcdcgovobesitychildhoodwichtml	16	22	74703
httpwwwcfo	17	24	74710
httpwwwenotescomhistoryqandawhatwerecausesdustbowl1930s35681	17	24	74715
httpwwwvotesmartorg	17	24	74722
hubert	16	23	74735
hud	17	24	74741
hue	18	24	74748
huge	18	24	74759
hulk	19	24	74778
hum	12	12	74827
human	12	12	74834
humans	13	15	74863
humber	13	15	74888
hume	13	15	74895
humming	13	15	74902
hundred	11	11	74921
hundreds	10	10	74934
hunger	15	26	74963
hunt	15	26	74970
hunts	25	54	74977
hurried	26	55	74984
hurt	26	55	74991
hurts	25	54	75004
husband	31	67	75017
husbandwife	31	67	75024
hydrogen	31	67	75031
hygiene	31	67	75044
hypertension	39	79	75051
i	42	91	75058
i10	10	10	75304
i26	10	10	75311
i5	9	9	75324
i7	9	10	75331
i70	9	9	75338
i75	9	9	75345
i80	9	9	75352
i81	9	10	75359
ibid	9	10	75366
ice	11	14	75373
icon	10	12	75404
icon553	10	12	75411
idea	10	12	75418
ideal	12	14	75443
ideas	12	14	75450
identical	10	11	75469
identifiable	10	11	75476
identification	10	11	75482
identified	10	11	75489
identifier	11	13	75508
identifiers	11	13	75515
identify	9	9	75540
identifying	9	9	75553
identityrom	12	12	75565
idiom	12	12	75572
ie	13	13	75579
ieee	14	14	75598
ignore	13	13	75611
ignored	13	13	75618
ignoring	13	13	75625
ii	13	14	75632
iii	15	22	75661
iliä	15	21	75668
illinois	15	21	75675
illness	10	10	75718
illnesses	10	10	75725
illuminate	10	10	75731
illuminated	10	10	75738
illustrates	11	11	75745
illustrative	11	11	75752
illustrator	11	11	75759
im	11	11	75766
image	11	11	75785
images	11	11	75792
imaginary	10	10	75811
imagination	10	10	75818
imagine	9	9	75831
imaging	9	9	75838
imdb	9	9	75845
imfâs	9	9	75852
immediate	9	10	75859
immigrant	9	11	75865
immigrants	9	11	75878
immigration	12	14	75884
immune	11	13	75905
impact	11	14	75927
impacting	11	13	75944
impaired	11	13	75951
impassable	11	13	75958
imperial	15	17	75965
implement	15	17	75972
implements	14	14	75997
implicit	13	13	76010
implore	14	15	76017
import	14	15	76024
importance	19	20	76037
important	19	20	76044
importantly	11	11	76145
imported	10	10	76158
imports	10	10	76165
impossible	10	10	76172
impression	11	11	76185
impressive	11	11	76192
improve	11	11	76197
improved	11	12	76228
improvement	11	12	76235
improvements	14	16	76242
inactive	14	16	76249
inadequate	12	16	76274
inadmissible	12	16	76281
inaugural	12	16	76288
inborn	12	16	76295
inc	14	18	76301
incentives	16	28	76323
incessantly	22	34	76330
inches	25	44	76337
incident	20	24	76398
include	26	30	76410
included	20	20	76545
includes	23	26	76599
including	29	30	76686
income	16	17	76816
incomplete	14	15	76847
incorporated	14	15	76854
incorporates	23	30	76861
